מחוז,רשות מקומית ,שם האתר,כתובת,שנת תחילת טיפול,שנת       סיום      טיפול ,זיהום   גז קרקע  ,זיהום קרקע,דרגת זיהום לפני שיקום,סוג סקר,מקור הזיהום ,סוג מזהם מתכות ,סוג מזהם דלקים,סוג מזהם ממסים (לרבות מוכלרים),סוג מזהם שמנים,סוג מזהם חומרי נפץ,סוג מזהם חומרי הדברה,מיגון מבנים         
"ת""א",בני-ברק,בר כוכבא 4,בר כוכבא 4,2009,2012,לא נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,,לא,לא,לא,לא,לא,לא,טרם נבדק
"ת""א",חולון,אלישרא - המרכבה 29 - 27,המרכבה 29 - 27,2010,2014,יש זיהום ,נבדק ואין זיהום,בינוני ,שיקום ,תעשיה,,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,בעל העקדה 5,העל העקדה 5,2014,2014,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר היסטורי,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,בעל העקידה 17-19,בעל העקידה 17-19,2013,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,"צה""ל",לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,בצרון 22,בצרון 22,2014,2014,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,"מחנה הקריה ח""א",קפלן,2008,2011,יש זיהום ,יש זיהום,כבד,סקר קרקע,"צה""ל",כן,לא,כן,לא,לא,לא,
"ת""א",תל-אביב,מתחם גינדי - מגרש 9,מגרש 9 הארבעה 28 _(לפי26)- ארניה פינת הארבעה,2010,2014,יש זיהום ,נבדק ואין זיהום,בינוני,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,מתחם גינדי - שרונה,קלמן מגן ,2009,2011,יש זיהום ,נבדק ואין זיהום,כבד,סקר קרקע,מוסך,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בת ים,בית המשפט החדש- אהוד קינמון 47,אהוד קינמון 47,2016,2016,נבדק ואין זיהום,לא נבדק ויש פוטנציאל ,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,אביב בלבונטין,"הרכבת 12, לבונטין 30, מקווה ישראל 17",2011,2011,לא נבדק ויש פוטנציאל,לא נבדק ויש פוטנציאל,אין זיהום ,,,,,,,,,
"ת""א",תל-אביב,גן הילדים ,ראש פינה 12 פינת המעלה,2011,2012,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,,,,,,,,,
"ת""א",רמת-גן,"הברזל 28, בית הארזים",הברזל 28,2003,2003,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,,,,,,,
"ת""א",רמת-גן,החלזון 5,החלזון 5,2007,2008,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,אחר,לא,כן,לא,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",רמת-גן,היצירה 24,היצירה 24,2008,2008,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,תעשיה,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,המסגר 34,המסגר 34,2008,2008,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,,,,,,,,,נבדק וניתן פטור ממיגון
"ת""א",רמת-גן,מגדל הגפן,,2005,2006,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",חולון,פאר ציפויים,המלאכה 9 ,2005,2005,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,כן,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,קרית עתידים,קרית עתידים 8,2006,2006,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,סקר קרקע,,,,,,,,
"ת""א",תל-אביב,ראול ולנברג,ראול ולנברג 122,2005,2005,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,סקר קרקע,,,,,,,,
"ת""א",תל-אביב,רדינג- אתר דלק 2,,2001,2001,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,לא,כן,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,רדינג -תחנה,,2005,2005,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,,,,,,,
"ת""א",תל-אביב,רדינג ג',,2006,2006,יש זיהום ,לא נבדק ויש פוטנציאל,אין זיהום ,סקר קרקע,תעשיה,,,,,,,
"ת""א",גבעתיים,ריינס 9,ריינס 9,2011,2011,יש זיהום ,יש זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",רמת-השרון,רש - 1010 - שטח חקלאי,רצועת הנופש,2010,2010,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר היסטורי,אחר,,,,,,,נבדק וניתן פטור ממיגון
